x,y
0,2
1,0
2,0
3,0
4,0
5,0
6,2
7,0
8,0
9,0
10,0
11,1
12,1
13,3
14,1
15,1
16,0
17,1
18,1
19,1
20,1
21,1
22,2
23,1
24,1
25,2
26,2
27,2
28,4
29,2
30,4
31,1
32,0
33,2
34,2
35,2
36,2
37,3
38,1
39,3
40,3
41,3
42,5
43,3
44,3
45,3
46,3
47,3
48,3
49,3
50,3
51,6
52,4
53,4
54,4
55,2
56,4
57,2
58,4
59,4
60,4
61,4
62,4
63,4
64,4
65,5
66,5
67,5
68,5
69,6
70,7
71,5
72,5
73,5
74,5
75,5
76,7
77,5
78,5
79,5
80,5
81,6
82,6
83,6
84,6
85,6
86,5
87,6
88,6
89,6
90,6
91,6
92,6
93,6
94,7
95,6
96,6
97,6
98,6
99,6
100,6
101,6
102,7
103,8
104,7
105,7
106,7
107,7
108,7
109,7
110,7
111,5
112,7
113,7
114,7
115,7
116,8
117,7
118,6
119,7
120,7
121,6
122,7
123,7
124,5
125,7
126,5
127,7
128,7
129,7
130,7
131,7
132,7
133,5
134,7
135,7
136,7
137,7
138,7
139,7
140,7
141,7
142,7
143,7
144,8
145,7
146,7
147,8
148,7
149,9
150,8
151,7
152,7
153,7
154,9
155,7
156,7
157,7
158,8
159,7
160,7
161,7
162,5
163,7
164,7
165,5
166,7
167,7
168,6
169,7
170,7
171,7
172,7
173,7
174,7
175,7
176,7
177,9
178,7
179,7
180,5
181,6
182,7
183,7
184,7
185,7
186,8
187,7
188,5
189,7
190,7
191,7
192,7
193,7
194,7
195,7
196,7
197,5
198,7
199,7
200,8
201,6
202,6
203,6
204,6
205,6
206,6
207,6
208,6
209,6
210,6
211,5
212,6
213,6
214,7
215,6
216,6
217,6
218,6
219,8
220,5
221,5
222,3
223,3
224,5
225,5
226,5
227,5
228,3
229,5
230,4
231,5
232,5
233,5
234,5
235,5
236,4
237,4
238,4
239,4
240,4
241,4
242,4
243,4
244,4
245,4
246,4
247,4
248,4
249,4
250,2
251,3
252,3
253,3
254,3
255,3
256,3
257,3
258,3
259,3
260,3
261,3
262,3
263,3
264,0
265,2
266,2
267,2
268,2
269,2
270,2
271,3
272,2
273,2
274,2
275,2
276,0
277,1
278,1
279,1
280,1
281,1
282,1
283,1
284,3
285,1
286,2
287,1
288,1
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,2
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,1
313,2
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,3
322,1
323,1
324,2
325,2
326,2
327,2
328,2
329,2
330,2
331,2
332,2
333,2
334,2
335,2
336,3
337,5
338,3
339,3
340,3
341,3
342,3
343,3
344,3
345,3
346,3
347,3
348,3
349,3
350,3
351,4
352,4
353,4
354,4
355,4
356,4
357,2
358,4
359,4
360,4
361,2
362,4
363,4
364,4
365,6
366,5
367,5
368,3
369,7
370,5
371,6
372,5
373,5
374,3
375,6
376,5
377,5
378,4
379,5
380,5
381,7
382,4
383,6
384,4
385,6
386,6
387,6
388,7
389,6
390,4
391,6
392,6
393,6
394,6
395,7
396,6
397,5
398,7
399,7
400,6
401,6
402,6
403,7
404,5
405,7
406,7
407,7
408,7
409,7
410,7
411,5
412,7
413,9
414,5
415,7
416,7
417,7
418,7
419,7
420,7
421,6
422,5
423,8
424,7
425,9
426,8
427,7
428,7
429,7
430,5
431,7
432,7
433,7
434,7
435,5
436,7
437,8
438,7
439,7
440,7
441,9
442,7
443,7
444,8
445,7
446,7
447,7
448,7
449,9
450,10
451,5
452,7
453,7
454,7
455,7
456,7
457,7
458,7
459,7
460,7
461,7
462,7
463,7
464,7
465,7
466,7
467,7
468,6
469,5
470,7
471,7
472,7
473,7
474,7
475,7
476,7
477,6
478,7
479,7
480,7
481,7
482,7
483,7
484,7
485,5
486,7
487,7
488,7
489,7
490,7
491,7
492,9
493,7
494,6
495,7
496,9
497,7
498,7
499,7
500,6
501,6
502,6
503,6
504,6
505,6
506,6
507,6
508,6
509,6
510,6
511,6
512,6
513,6
514,6
515,6
516,6
517,6
518,8
519,6
520,4
521,5
522,5
523,5
524,7
525,5
526,4
527,5
528,5
529,5
530,4
531,5
532,5
533,5
534,5
535,4
536,3
537,4
538,4
539,6
540,4
541,5
542,4
543,6
544,4
545,4
546,4
547,4
548,4
549,4
550,4
551,3
552,3
553,5
554,3
555,2
556,3
557,3
558,3
559,3
560,1
561,5
562,3
563,3
564,2
565,1
566,2
567,2
568,2
569,2
570,2
571,2
572,2
573,2
574,2
575,2
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,2
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,1
608,0
609,0
610,0
611,0
612,1
613,0
614,1
615,1
616,0
617,1
618,2
619,2
620,1
621,1
622,1
623,1
624,3
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,3
637,2
638,3
639,3
640,3
641,2
642,1
643,1
644,1
645,3
646,3
647,3
648,4
649,3
650,3
651,4
652,4
653,4
654,5
655,4
656,4
657,4
658,4
659,4
660,4
661,4
662,4
663,4
664,4
665,4
666,5
667,5
668,6
669,5
670,6
671,5
672,7
673,3
674,5
675,6
676,7
677,5
678,5
679,5
680,5
681,6
682,6
683,6
684,6
685,6
686,7
687,6
688,6
689,6
690,6
691,6
692,6
693,4
694,6
695,6
696,6
697,8
698,6
699,8
700,6
701,6
702,7
703,7
704,7
705,7
706,7
707,7
708,7
709,7
710,7
711,7
712,7
713,7
714,7
715,7
716,7
717,7
718,7
719,5
720,9
721,7
722,7
723,7
724,7
725,7
726,7
727,7
728,7
729,6
730,7
731,7
732,7
733,5
734,7
735,7
736,7
737,7
738,7
739,7
740,9
741,7
742,5
743,7
744,7
745,7
746,7
747,6
748,7
749,9
750,8
751,7
752,7
753,7
754,8
755,7
756,7
757,7
758,7
759,7
760,7
761,7
762,7
763,5
764,6
765,5
766,7
767,7
768,9
769,7
770,5
771,7
772,7
773,7
774,6
775,7
776,8
777,6
778,7
779,7
780,6
781,8
782,7
783,7
784,7
785,7
786,7
787,7
788,7
789,7
790,7
791,5
792,7
793,9
794,8
795,7
796,7
797,7
798,7
799,5
800,6
801,6
802,6
803,4
804,6
805,5
806,6
807,5
808,6
809,6
810,6
811,6
812,6
813,8
814,6
815,6
816,6
817,6
818,8
819,6
820,5
821,4
822,5
823,4
824,5
825,7
826,4
827,5
828,5
829,5
830,5
831,5
832,5
833,7
834,5
835,5
836,5
837,4
838,4
839,4
840,4
841,4
842,2
843,4
844,4
845,4
846,3
847,4
848,4
849,3
850,3
851,3
852,3
853,2
854,2
855,3
856,2
857,3
858,4
859,3
860,2
861,1
862,2
863,3
864,2
865,2
866,2
867,2
868,2
869,3
870,0
871,2
872,2
873,2
874,3
875,2
876,3
877,1
878,1
879,1
880,1
881,0
882,1
883,1
884,1
885,1
886,3
887,1
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,1
896,0
897,0
898,0
899,0
900,0
901,1
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,1
910,2
911,0
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,0
921,0
922,0
923,1
924,1
925,2
926,2
927,2
928,2
929,2
930,0
931,1
932,2
933,2
934,0
935,2
936,2
937,3
938,3
939,3
940,4
941,3
942,4
943,3
944,3
945,4
946,3
947,3
948,2
949,3
950,3
951,6
952,4
953,3
954,4
955,4
956,4
957,4
958,4
959,4
960,4
961,4
962,2
963,6
964,4
965,5
966,5
967,5
968,5
969,4
970,5
971,5
972,5
973,5
974,5
975,7
976,6
977,5
978,5
979,5
980,5
981,5
982,5
983,6
984,6
985,4
986,6
987,6
988,6
989,5
990,4
991,6
992,6
993,6
994,6
995,6
996,6
997,6
998,7
999,6
1000,6
1001,6
1002,7
1003,5
1004,7
1005,7
1006,7
1007,7
1008,7
1009,5
1010,7
1011,9
1012,7
1013,7
1014,7
1015,7
1016,7
1017,5
1018,7
1019,7
1020,7
1021,7
1022,7
1023,7
1024,7
1025,7
1026,7
1027,7
1028,6
1029,7
1030,5
1031,7
1032,7
1033,7
1034,7
1035,7
1036,7
1037,7
1038,7
1039,7
1040,7
1041,7
1042,7
1043,7
1044,7
1045,7
1046,7
1047,7
1048,7
1049,7
1050,8
1051,6
1052,8
1053,7
1054,7
1055,7
1056,7
1057,7
1058,7
1059,7
1060,7
1061,7
1062,8
1063,7
1064,7
1065,7
1066,7
1067,7
1068,7
1069,8
1070,7
1071,7
1072,7
1073,7
1074,7
1075,7
1076,5
1077,6
1078,6
1079,7
1080,7
1081,9
1082,7
1083,7
1084,7
1085,7
1086,9
1087,7
1088,7
1089,7
1090,7
1091,7
1092,7
1093,7
1094,5
1095,6
1096,7
1097,7
1098,7
1099,8
1100,8
1101,6
1102,7
1103,6
1104,6
1105,5
1106,8
1107,6
1108,6
1109,7
1110,7
1111,6
1112,6
1113,6
1114,6
1115,6
1116,6
1117,6
1118,6
1119,6
1120,3
1121,5
1122,5
1123,5
1124,5
1125,5
1126,5
1127,5
1128,5
1129,5
1130,5
1131,5
1132,5
1133,3
1134,5
1135,5
1136,4
1137,4
1138,4
1139,4
1140,4
1141,4
1142,4
1143,5
1144,4
1145,6
1146,4
1147,4
1148,3
1149,4
1150,5
1151,3
1152,3
1153,3
1154,3
1155,3
1156,5
1157,3
1158,3
