x,y
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,1
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,2
37,2
38,1
39,1
40,1
41,0
42,1
43,1
44,2
45,1
46,1
47,1
48,1
49,1
50,1
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,1
61,1
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,2
71,3
72,1
73,1
74,1
75,2
76,2
77,3
78,2
79,2
80,2
81,3
82,3
83,3
84,3
85,3
86,3
87,4
88,3
89,3
90,3
91,3
92,3
93,3
94,3
95,3
96,3
97,3
98,3
99,3
100,3
101,2
102,3
103,3
104,3
105,3
106,3
107,2
108,3
109,2
110,3
111,3
112,3
113,3
114,3
115,3
116,3
117,3
118,3
119,3
120,3
121,3
122,2
123,3
124,2
125,4
126,3
127,3
128,2
129,3
130,3
131,3
132,3
133,3
134,3
135,3
136,3
137,3
138,3
139,3
140,3
141,3
142,3
143,3
144,3
145,3
146,3
147,3
148,3
149,2
150,4
151,4
152,2
153,3
154,2
155,3
156,3
157,3
158,3
159,4
160,3
161,3
162,4
163,3
164,3
165,3
166,3
167,3
168,3
169,3
170,3
171,3
172,3
173,2
174,4
175,3
176,3
177,3
178,3
179,3
180,3
181,2
182,4
183,3
184,4
185,3
186,3
187,3
188,3
189,3
190,3
191,3
192,2
193,3
194,3
195,3
196,3
197,3
198,3
199,3
200,2
201,3
202,3
203,4
204,3
205,4
206,4
207,3
208,3
209,3
210,3
211,3
212,3
213,3
214,3
215,3
216,3
217,3
218,3
219,3
220,2
221,3
222,2
223,2
224,2
225,3
226,2
227,3
228,2
229,2
230,3
231,2
232,2
233,2
234,2
235,1
236,2
237,2
238,2
239,2
240,2
241,2
242,1
243,2
244,2
245,2
246,3
247,2
248,2
249,2
250,2
251,1
252,1
253,2
254,1
255,1
256,1
257,1
258,1
259,1
260,2
261,1
262,1
263,1
264,1
265,0
266,1
267,1
268,1
269,0
270,0
271,1
272,1
273,1
274,1
275,1
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,1
290,1
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,1
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,1
317,0
318,0
319,0
320,0
321,1
322,0
323,0
324,0
325,1
326,1
327,0
328,1
329,1
330,1
331,1
332,0
333,1
334,1
335,1
336,1
337,1
338,1
339,0
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,2
352,2
353,2
354,2
355,2
356,2
357,2
358,2
359,2
360,2
361,2
362,2
363,1
364,2
365,1
366,2
367,2
368,2
369,2
370,2
371,2
372,2
373,1
374,2
375,2
376,2
377,2
378,2
379,3
380,2
381,3
382,3
383,2
384,3
385,3
386,3
387,4
388,3
389,3
390,3
391,4
392,3
393,3
394,2
395,3
396,3
397,3
398,3
399,3
400,3
401,3
402,2
403,4
404,3
405,2
406,3
407,4
408,3
409,3
410,3
411,3
412,3
413,3
414,3
415,3
416,4
417,3
418,3
419,4
420,3
421,3
422,3
423,3
424,3
425,3
426,3
427,3
428,4
429,3
430,2
431,3
432,3
433,3
434,3
435,2
436,3
437,3
438,3
439,2
440,3
441,3
442,3
443,3
444,3
445,2
446,3
447,3
448,2
449,3
450,4
451,3
452,3
453,3
454,3
455,3
456,3
457,3
458,3
459,3
460,4
461,3
462,3
463,3
464,3
465,4
466,3
467,3
468,3
469,3
470,3
471,4
472,4
473,2
474,3
475,3
476,2
477,3
478,3
479,3
480,3
481,3
482,3
483,3
484,3
485,3
486,3
487,3
488,3
489,3
490,3
491,3
492,3
493,4
494,3
495,3
496,3
497,3
498,3
499,3
500,3
501,3
502,3
503,3
504,3
505,3
506,3
507,3
508,2
509,3
510,3
511,3
512,3
513,3
514,3
515,4
516,2
517,3
518,2
519,3
520,2
521,2
522,2
523,2
524,2
525,2
526,1
527,2
528,2
529,2
530,3
531,2
532,2
