x,y
0,8
1,7
2,7
3,7
4,7
5,7
6,7
7,7
8,5
9,7
10,8
11,7
12,8
13,7
14,6
15,7
16,7
17,6
18,7
19,7
20,7
21,7
22,7
23,7
24,7
25,7
26,7
27,7
28,9
29,8
30,7
31,7
32,7
33,7
34,7
35,7
36,7
37,7
38,7
39,7
40,7
41,8
42,8
43,7
44,7
45,7
46,5
47,7
48,7
49,6
50,6
51,8
52,6
53,6
54,6
55,6
56,6
57,6
58,6
59,6
60,6
61,6
62,7
63,7
64,6
65,6
66,6
67,5
68,6
69,6
70,5
71,6
72,5
73,5
74,5
75,5
76,4
77,5
78,5
79,3
80,5
81,5
82,5
83,5
84,5
85,5
86,4
87,4
88,4
89,4
90,4
91,5
92,4
93,4
94,4
95,4
96,4
97,4
98,3
99,6
100,4
101,1
102,3
103,2
104,5
105,3
106,2
107,3
108,3
109,1
110,3
111,3
112,1
113,3
114,2
115,2
116,2
117,2
118,2
119,2
120,4
121,2
122,2
123,4
124,2
125,2
126,1
127,1
128,3
129,1
130,1
131,1
132,1
133,0
134,1
135,1
136,0
137,1
138,1
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,1
163,1
164,1
165,1
166,3
167,1
168,1
169,1
170,1
171,0
172,0
173,1
174,3
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,3
183,2
184,2
185,2
186,2
187,3
188,3
189,3
190,3
191,5
192,3
193,3
194,3
195,3
196,3
197,3
198,4
199,3
200,3
201,2
202,4
203,4
204,4
205,4
206,3
207,6
208,4
209,5
210,4
211,4
212,4
213,5
214,4
215,5
216,5
217,5
218,6
219,5
220,5
221,5
222,5
223,3
224,5
225,5
226,5
227,5
228,4
229,5
230,5
231,7
232,6
233,5
234,6
235,7
236,6
237,6
238,6
239,7
240,7
241,6
242,6
243,6
244,6
245,5
246,6
247,6
248,6
249,6
250,6
251,6
252,7
253,7
254,7
255,8
256,7
257,7
258,7
259,7
260,7
261,7
262,7
263,7
264,6
265,8
266,9
267,7
268,6
269,7
270,7
271,7
272,7
273,7
274,7
275,7
276,7
277,7
278,8
279,7
280,5
281,7
282,7
283,7
284,7
285,7
286,7
287,6
288,7
289,7
290,6
291,7
292,7
293,7
294,7
295,9
296,7
297,7
298,7
299,7
300,8
301,7
302,7
303,8
304,7
305,6
306,7
307,7
308,7
309,7
310,7
311,8
312,7
313,7
314,6
315,7
316,7
317,7
318,6
319,7
320,7
321,8
322,7
323,7
324,7
325,7
326,5
327,7
328,5
329,7
330,7
331,8
332,7
333,9
334,7
335,6
336,7
337,7
338,7
339,5
340,6
341,7
342,7
343,7
344,7
345,7
346,7
347,7
348,7
349,6
350,4
351,6
352,6
353,6
354,6
355,6
356,6
357,6
358,6
359,7
360,6
361,6
362,6
363,7
364,6
365,6
366,8
367,6
368,6
369,6
370,5
371,5
372,5
373,4
374,7
375,5
376,7
377,5
378,5
379,5
380,5
381,7
382,5
383,5
384,5
385,5
386,4
387,4
388,4
389,4
390,2
391,4
392,4
393,2
394,4
395,4
396,4
397,4
398,2
399,4
400,4
401,3
402,3
403,3
404,4
405,3
406,5
407,3
408,3
409,3
410,3
411,5
412,5
413,3
414,2
415,2
416,2
417,0
418,1
419,2
420,2
421,2
422,2
423,2
424,2
425,2
426,1
427,1
428,1
429,3
430,1
431,1
432,3
433,1
434,1
435,1
436,1
437,0
438,3
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,1
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,1
472,3
473,1
474,2
475,3
476,3
477,2
478,2
479,2
480,2
481,1
482,1
483,2
484,2
485,2
486,2
487,3
488,1
489,4
490,3
491,3
492,3
493,3
494,3
495,3
496,4
497,3
498,3
499,3
500,3
501,4
502,4
503,3
504,6
505,4
506,4
507,6
508,4
509,4
510,5
511,4
512,2
513,5
514,4
515,6
516,5
517,5
518,6
519,5
520,5
521,5
522,7
523,5
524,5
525,5
526,5
527,5
528,5
529,5
530,5
531,6
532,6
533,5
534,6
535,6
536,6
537,4
538,6
539,4
540,8
541,4
542,4
543,6
544,6
545,6
546,7
547,7
548,6
549,6
550,6
551,6
552,5
553,7
554,7
555,7
556,7
557,7
558,7
559,8
560,7
561,6
562,7
563,7
564,6
565,7
566,7
567,7
568,6
569,7
570,7
571,7
572,7
573,7
574,7
575,7
576,7
577,6
578,7
579,7
580,7
581,5
582,7
583,7
584,7
585,7
586,7
587,7
588,7
589,7
590,7
591,7
592,7
593,8
594,7
595,7
596,7
597,7
598,9
599,7
600,8
601,7
602,7
603,7
604,8
605,7
606,7
607,5
608,7
609,8
610,7
611,9
612,9
613,7
614,5
615,7
616,7
617,9
618,7
619,7
620,7
621,7
622,7
623,6
624,7
625,8
626,7
627,7
628,7
629,7
630,7
631,9
632,7
633,6
634,7
635,7
636,7
637,7
638,7
639,7
640,7
641,7
642,7
643,8
644,7
645,6
646,7
647,7
648,5
649,6
650,6
651,6
652,6
653,6
654,6
655,6
656,4
657,7
658,6
659,6
660,6
661,6
662,6
663,6
664,5
665,4
666,6
667,8
668,5
669,6
670,7
671,5
672,7
673,5
674,5
675,5
676,5
677,5
678,5
679,5
680,5
681,7
682,5
683,5
684,5
685,5
686,4
687,4
688,4
689,4
690,4
691,4
692,4
693,6
694,4
695,4
696,4
697,6
698,4
699,4
700,6
701,3
702,3
703,3
704,3
705,3
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,2
715,0
716,4
717,2
718,2
719,4
720,2
